,Date,Winner,Method,Weight_class,W_round,W_round_time,R_KD,B_KD,R_sub_att,B_sub_att,R_rev,B_rev,R_ctrl,B_ctrl,R_link,B_link,N_Rounds,Fight_time,R_total_str_att,R_total_str_land,B_total_str_att,B_total_str_land,R_TD_att,R_TD_land,B_TD_att,B_TD_land,R_sig_str_att,R_sig_str_land,B_sig_str_att,B_sig_str_land,R_sig_str_head_att,R_sig_str_head_land,B_sig_str_head_att,B_sig_str_head_land,R_sig_str_body_att,R_sig_str_body_land,B_sig_str_body_att,B_sig_str_body_land,R_sig_str_leg_att,R_sig_str_leg_land,B_sig_str_leg_att,B_sig_str_leg_land,R_sig_str_dist_att,R_sig_str_dist_land,B_sig_str_dist_att,B_sig_str_dist_land,R_sig_str_clinch_att,R_sig_str_clinch_land,B_sig_str_clinch_att,B_sig_str_clinch_land,R_sig_str_ground_att,R_sig_str_ground_land,B_sig_str_ground_att,B_sig_str_ground_land,R_Height,R_Reach,R_Stance,B_Height,B_Reach,B_Stance,R_age,B_age
7256,2008-10-18,R,Dec,Welterweight,3,300,0.0,0.0,0.0,0.0,0.0,0.0,479.0,64.0,http://ufcstats.com/fighter-details/91acd6910b802a9e,http://ufcstats.com/fighter-details/9b74de674c355425,3,1200,304.0,212.0,209.0,133.0,3.0,2.0,2.0,0.0,194.0,102.0,160.0,85.0,131.0,54.0,109.0,42.0,57.0,42.0,23.0,15.0,6.0,6.0,28.0,28.0,128.0,56.0,105.0,48.0,63.0,43.0,55.0,37.0,3.0,3.0,0.0,0.0,71.0,68.0,Orthodox,72.0,72.0,Orthodox,34.0,28.0
7257,2006-11-11,R,Dec,Welterweight,3,300,0.0,0.0,0.0,0.0,0.0,0.0,493.0,84.0,http://ufcstats.com/fighter-details/86dfed7cc24a9fa7,http://ufcstats.com/fighter-details/91acd6910b802a9e,3,1200,114.0,91.0,214.0,195.0,16.0,1.0,2.0,1.0,39.0,20.0,58.0,42.0,21.0,7.0,22.0,7.0,11.0,7.0,31.0,30.0,7.0,6.0,5.0,5.0,15.0,3.0,12.0,3.0,21.0,15.0,38.0,34.0,3.0,2.0,8.0,5.0,66.0,68.0,Orthodox,71.0,68.0,Orthodox,32.0,32.0
7258,2006-01-13,R,KO,Welterweight,1,230,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/91acd6910b802a9e,http://ufcstats.com/fighter-details/bf5183e1c1afc3b2,3,530,102.0,79.0,5.0,4.0,1.0,1.0,1.0,0.0,49.0,43.0,2.0,2.0,48.0,42.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,48.0,43.0,0.0,0.0,71.0,68.0,Orthodox,66.0,68.0,Orthodox,31.0,29.0
7259,2005-10-07,R,KO,Welterweight,2,120,0.0,0.0,1.0,0.0,1.0,1.0,176.0,184.0,http://ufcstats.com/fighter-details/d512d9f204059f57,http://ufcstats.com/fighter-details/91acd6910b802a9e,3,720,37.0,26.0,63.0,52.0,1.0,1.0,2.0,1.0,25.0,15.0,8.0,3.0,24.0,15.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,22.0,13.0,4.0,2.0,72.0,70.0,Southpaw,71.0,68.0,Orthodox,23.0,31.0
7260,2005-02-05,R,Dec,Welterweight,3,300,0.0,0.0,2.0,2.0,0.0,2.0,773.0,33.0,http://ufcstats.com/fighter-details/349aaa3da11eb587,http://ufcstats.com/fighter-details/91acd6910b802a9e,3,1200,124.0,81.0,67.0,58.0,9.0,7.0,0.0,0.0,66.0,29.0,16.0,7.0,66.0,29.0,13.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,9.0,1.0,1.0,1.0,6.0,5.0,60.0,28.0,1.0,1.0,70.0,72.0,Orthodox,71.0,68.0,Orthodox,22.0,30.0
7261,2016-03-19,R,Dec,Women's Bantamweight,3,300,0.0,0.0,0.0,1.0,0.0,0.0,2.0,332.0,http://ufcstats.com/fighter-details/76984112f697631f,http://ufcstats.com/fighter-details/f9ae6914f604aa9f,3,1200,193.0,72.0,124.0,58.0,0.0,0.0,13.0,3.0,181.0,62.0,92.0,31.0,167.0,51.0,81.0,26.0,14.0,11.0,9.0,4.0,0.0,0.0,2.0,1.0,176.0,59.0,80.0,22.0,5.0,3.0,12.0,9.0,0.0,0.0,0.0,0.0,69.0,66.0,Orthodox,61.0,62.0,Orthodox,33.0,29.0
7262,2014-09-20,R,Dec,Women's Bantamweight,3,300,0.0,0.0,0.0,0.0,0.0,0.0,163.0,236.0,http://ufcstats.com/fighter-details/b96619b3acd7d9da,http://ufcstats.com/fighter-details/f9ae6914f604aa9f,3,1200,150.0,88.0,86.0,52.0,4.0,1.0,19.0,3.0,116.0,55.0,47.0,16.0,87.0,33.0,28.0,7.0,24.0,18.0,16.0,6.0,5.0,4.0,3.0,3.0,79.0,28.0,24.0,7.0,33.0,25.0,21.0,9.0,4.0,2.0,2.0,0.0,66.0,65.0,Orthodox,61.0,62.0,Orthodox,28.0,27.0
7263,2018-12-01,R,Dec,Welterweight,3,300,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,http://ufcstats.com/fighter-details/65ddc8a9ac4e8531,http://ufcstats.com/fighter-details/cbf1c7ba5408a66f,3,1200,112.0,55.0,87.0,42.0,4.0,0.0,0.0,0.0,97.0,41.0,79.0,34.0,82.0,32.0,52.0,14.0,6.0,2.0,24.0,17.0,9.0,7.0,3.0,3.0,89.0,36.0,69.0,25.0,8.0,5.0,10.0,9.0,0.0,0.0,0.0,0.0,71.0,73.0,Southpaw,70.0,72.0,Orthodox,34.0,29.0
7264,2018-04-21,R,Dec,Welterweight,3,300,0.0,0.0,2.0,0.0,1.0,0.0,32.0,98.0,http://ufcstats.com/fighter-details/5331b25a60417ffb,http://ufcstats.com/fighter-details/65ddc8a9ac4e8531,3,1200,142.0,65.0,85.0,26.0,0.0,0.0,5.0,2.0,133.0,56.0,83.0,24.0,124.0,48.0,70.0,16.0,6.0,5.0,9.0,6.0,3.0,3.0,4.0,2.0,121.0,49.0,82.0,23.0,9.0,4.0,1.0,1.0,3.0,3.0,0.0,0.0,72.0,73.0,Orthodox,71.0,73.0,Southpaw,28.0,33.0
7265,2017-09-22,R,Dec,Welterweight,3,300,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,http://ufcstats.com/fighter-details/65ddc8a9ac4e8531,http://ufcstats.com/fighter-details/cdb96af67d096b1e,3,1200,88.0,29.0,124.0,39.0,2.0,2.0,0.0,0.0,86.0,27.0,123.0,38.0,60.0,11.0,113.0,32.0,22.0,14.0,6.0,3.0,4.0,2.0,4.0,3.0,85.0,27.0,122.0,37.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,71.0,73.0,Southpaw,71.0,72.0,Orthodox,33.0,27.0
7266,2016-10-01,B,Dec,Welterweight,3,300,0.0,0.0,0.0,2.0,0.0,0.0,461.0,76.0,http://ufcstats.com/fighter-details/65ddc8a9ac4e8531,http://ufcstats.com/fighter-details/8adcbd525fab8d9b,3,1200,113.0,64.0,131.0,45.0,6.0,5.0,1.0,1.0,58.0,24.0,120.0,34.0,53.0,21.0,105.0,24.0,5.0,3.0,10.0,6.0,0.0,0.0,5.0,4.0,46.0,16.0,101.0,25.0,5.0,3.0,12.0,5.0,7.0,5.0,7.0,4.0,71.0,73.0,Southpaw,71.0,73.0,Orthodox,32.0,29.0
7267,2016-07-13,B,Sub,Welterweight,2,299,0.0,1.0,0.0,1.0,0.0,0.0,33.0,32.0,http://ufcstats.com/fighter-details/7339d340aa2889cb,http://ufcstats.com/fighter-details/65ddc8a9ac4e8531,3,899,81.0,48.0,117.0,45.0,2.0,2.0,2.0,0.0,77.0,44.0,113.0,41.0,47.0,19.0,99.0,33.0,11.0,8.0,8.0,5.0,19.0,17.0,6.0,3.0,74.0,41.0,94.0,31.0,2.0,2.0,1.0,1.0,1.0,1.0,18.0,9.0,73.0,76.0,Southpaw,71.0,73.0,Southpaw,36.0,32.0
7268,2008-09-23,R,Dec,Lightweight,2,300,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/65ddc8a9ac4e8531,http://ufcstats.com/fighter-details/7dcf06c1967801c1,2,1200,152.0,86.0,125.0,44.0,4.0,1.0,0.0,0.0,104.0,47.0,102.0,27.0,101.0,44.0,86.0,15.0,3.0,3.0,5.0,2.0,0.0,0.0,11.0,10.0,90.0,43.0,90.0,18.0,4.0,3.0,9.0,8.0,10.0,1.0,3.0,1.0,71.0,73.0,Southpaw,70.0,72.0,Southpaw,24.0,25.0
7269,2011-05-29,B,KO,Bantamweight,1,523,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,http://ufcstats.com/fighter-details/03e8df49c4a059ba,http://ufcstats.com/fighter-details/351264d11286d09a,2,1123,35.0,16.0,182.0,123.0,0.0,0.0,6.0,1.0,33.0,15.0,72.0,32.0,33.0,15.0,67.0,27.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,29.0,13.0,17.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,55.0,29.0,65.0,66.0,Orthodox,66.0,68.0,Orthodox,24.0,30.0
7270,2008-05-24,R,KO,Light Heavyweight,1,300,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,http://ufcstats.com/fighter-details/d1152823307d7e7c,http://ufcstats.com/fighter-details/b034747dc1d15491,3,600,49.0,29.0,23.0,6.0,0.0,0.0,0.0,0.0,46.0,26.0,23.0,6.0,27.0,7.0,18.0,1.0,6.0,6.0,5.0,5.0,13.0,13.0,0.0,0.0,40.0,20.0,23.0,6.0,4.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,70.0,78.0,Orthodox,71.0,70.0,Orthodox,24.0,28.0
7271,2007-09-22,R,Dec,Light Heavyweight,3,300,0.0,0.0,1.0,0.0,0.0,0.0,548.0,107.0,http://ufcstats.com/fighter-details/f7a7f7118d4b01b6,http://ufcstats.com/fighter-details/b034747dc1d15491,3,1200,153.0,134.0,44.0,27.0,3.0,2.0,10.0,2.0,89.0,70.0,31.0,15.0,53.0,36.0,21.0,6.0,27.0,26.0,6.0,5.0,9.0,8.0,4.0,4.0,22.0,17.0,13.0,3.0,35.0,32.0,17.0,12.0,32.0,21.0,1.0,0.0,73.0,74.0,Southpaw,71.0,70.0,Orthodox,29.0,28.0
7272,2006-12-31,R,Dec,Middleweight,3,300,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,http://ufcstats.com/fighter-details/140745cbbcb023ac,http://ufcstats.com/fighter-details/b034747dc1d15491,3,1500,185.0,113.0,80.0,30.0,9.0,8.0,6.0,2.0,132.0,68.0,75.0,25.0,76.0,26.0,75.0,25.0,35.0,24.0,0.0,0.0,21.0,18.0,0.0,0.0,47.0,14.0,56.0,17.0,43.0,28.0,16.0,7.0,42.0,26.0,3.0,1.0,73.0,76.0,Orthodox,71.0,70.0,Orthodox,25.0,27.0
7273,2006-09-10,R,Dec,Heavyweight,3,300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/b034747dc1d15491,http://ufcstats.com/fighter-details/e18012194473e8b0,3,1500,177.0,69.0,122.0,43.0,0.0,0.0,2.0,0.0,169.0,61.0,108.0,30.0,133.0,32.0,94.0,23.0,31.0,27.0,6.0,4.0,5.0,2.0,8.0,3.0,145.0,46.0,89.0,23.0,24.0,15.0,18.0,7.0,0.0,0.0,1.0,0.0,71.0,70.0,Orthodox,72.0,74.0,Southpaw,27.0,34.0
7274,2006-07-01,R,Sub,Middleweight,1,289,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/b034747dc1d15491,http://ufcstats.com/fighter-details/99bf06f20491cb54,3,889,77.0,62.0,2.0,0.0,1.0,1.0,0.0,0.0,20.0,12.0,2.0,0.0,19.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,11.0,0.0,0.0,71.0,70.0,Orthodox,70.0,76.0,Orthodox,26.0,28.0
7275,2005-08-28,R,Dec,Middleweight,2,300,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/b034747dc1d15491,http://ufcstats.com/fighter-details/7929be8290289a47,3,1200,51.0,34.0,138.0,114.0,2.0,0.0,1.0,1.0,16.0,4.0,22.0,9.0,14.0,2.0,17.0,4.0,2.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,12.0,2.0,0.0,0.0,1.0,0.0,11.0,4.0,9.0,7.0,71.0,70.0,Orthodox,68.0,70.0,Orthodox,26.0,32.0
7276,2005-06-26,R,KO,Middleweight,1,324,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,http://ufcstats.com/fighter-details/a1f6999fe57236e0,http://ufcstats.com/fighter-details/b034747dc1d15491,3,924,90.0,56.0,43.0,8.0,1.0,0.0,0.0,0.0,63.0,29.0,43.0,8.0,54.0,23.0,40.0,5.0,2.0,2.0,2.0,2.0,7.0,4.0,1.0,1.0,46.0,14.0,40.0,6.0,4.0,4.0,2.0,1.0,13.0,11.0,1.0,1.0,71.0,74.0,Orthodox,71.0,70.0,Orthodox,29.0,25.0
7277,2005-04-23,R,Dec,Middleweight,3,300,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,http://ufcstats.com/fighter-details/b034747dc1d15491,http://ufcstats.com/fighter-details/6859f67468ba8489,3,1500,106.0,73.0,112.0,107.0,3.0,2.0,4.0,4.0,61.0,30.0,12.0,9.0,43.0,17.0,10.0,7.0,15.0,11.0,2.0,2.0,3.0,2.0,0.0,0.0,24.0,5.0,3.0,1.0,12.0,8.0,2.0,2.0,25.0,17.0,7.0,6.0,71.0,70.0,Orthodox,70.0,72.0,Orthodox,25.0,33.0
7278,2004-07-19,R,Dec,Middleweight,2,300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/73e09f837f3b5ecc,http://ufcstats.com/fighter-details/b034747dc1d15491,2,1200,146.0,58.0,92.0,34.0,0.0,0.0,3.0,3.0,124.0,40.0,73.0,23.0,101.0,22.0,58.0,15.0,21.0,16.0,12.0,7.0,2.0,2.0,3.0,1.0,98.0,28.0,59.0,19.0,26.0,12.0,3.0,0.0,0.0,0.0,11.0,4.0,74.0,75.0,Southpaw,71.0,70.0,Orthodox,28.0,25.0
7279,2003-03-16,R,Sub,Middleweight,2,229,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,http://ufcstats.com/fighter-details/73e09f837f3b5ecc,http://ufcstats.com/fighter-details/b034747dc1d15491,3,1129,119.0,85.0,37.0,21.0,0.0,0.0,6.0,1.0,42.0,21.0,15.0,6.0,36.0,15.0,15.0,6.0,4.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,21.0,8.0,2.0,1.0,4.0,3.0,1.0,0.0,17.0,10.0,12.0,5.0,74.0,75.0,Southpaw,71.0,70.0,Orthodox,26.0,23.0
7280,2009-12-19,R,Dec,Lightweight,3,300,,,,,,,,,http://ufcstats.com/fighter-details/4a482a0100cfcd0a,http://ufcstats.com/fighter-details/a196332ee4aa8a82,3,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,68.0,Orthodox,67.0,69.0,Orthodox,30.0,29.0
7281,2008-12-31,R,Sub,Featherweight,1,143,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/a196332ee4aa8a82,http://ufcstats.com/fighter-details/2d5fbe2103f97053,2,743,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,69.0,Orthodox,67.0,69.0,Orthodox,28.0,31.0
7282,2008-07-21,R,Sub,Lightweight,1,221,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/a196332ee4aa8a82,http://ufcstats.com/fighter-details/e96d8538d3f9d0ed,2,821,5.0,2.0,11.0,6.0,0.0,0.0,0.0,0.0,5.0,2.0,8.0,4.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,5.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,69.0,Orthodox,72.0,74.0,Orthodox,28.0,25.0
7283,2022-10-23,R,KO,Bantamweight,1,141,2.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,http://ufcstats.com/fighter-details/d8c811df0386d5e8,http://ufcstats.com/fighter-details/6b0e83b094f816ac,4,441,48.0,23.0,40.0,16.0,0.0,0.0,4.0,0.0,46.0,22.0,40.0,16.0,45.0,21.0,27.0,8.0,1.0,1.0,5.0,3.0,0.0,0.0,8.0,5.0,35.0,15.0,40.0,16.0,4.0,3.0,0.0,0.0,7.0,4.0,0.0,0.0,67.0,68.0,Southpaw,66.0,68.0,Switch,27.0,25.0
7284,2002-03-22,R,Dec,Welterweight,3,300,0.0,0.0,0.0,0.0,0.0,0.0,730.0,2.0,http://ufcstats.com/fighter-details/029880cdbf5ca089,http://ufcstats.com/fighter-details/95eb112a85601a0a,3,1200,241.0,227.0,24.0,8.0,14.0,7.0,0.0,0.0,30.0,21.0,20.0,4.0,25.0,16.0,13.0,1.0,1.0,1.0,6.0,2.0,4.0,4.0,1.0,1.0,6.0,2.0,14.0,2.0,6.0,5.0,6.0,2.0,18.0,14.0,0.0,0.0,66.0,67.0,Orthodox,69.0,71.0,Southpaw,28.0,31.0
7285,2015-05-16,R,Dec,Featherweight,3,300,0.0,0.0,0.0,1.0,0.0,0.0,380.0,394.0,http://ufcstats.com/fighter-details/64360e618823a8e4,http://ufcstats.com/fighter-details/a00ec21cfbba17b6,3,1200,74.0,54.0,92.0,56.0,12.0,6.0,3.0,2.0,24.0,12.0,60.0,29.0,18.0,7.0,42.0,15.0,5.0,4.0,5.0,3.0,1.0,1.0,13.0,11.0,10.0,3.0,8.0,1.0,9.0,7.0,19.0,16.0,5.0,2.0,33.0,12.0,69.0,72.0,Orthodox,69.0,71.0,Orthodox,31.0,33.0
7286,2014-03-01,B,Dec,Lightweight,3,300,0.0,3.0,0.0,0.0,0.0,0.0,463.0,294.0,http://ufcstats.com/fighter-details/c4af2feb4b58bc3b,http://ufcstats.com/fighter-details/a00ec21cfbba17b6,3,1200,174.0,131.0,173.0,109.0,7.0,3.0,1.0,1.0,55.0,31.0,130.0,77.0,52.0,28.0,111.0,63.0,2.0,2.0,14.0,10.0,1.0,1.0,5.0,4.0,16.0,5.0,35.0,17.0,23.0,12.0,59.0,37.0,16.0,14.0,36.0,23.0,71.0,73.0,Southpaw,69.0,71.0,Orthodox,27.0,32.0
7287,2023-03-11,B,Sub,Flyweight,2,83,0.0,1.0,0.0,1.0,0.0,0.0,0.0,53.0,http://ufcstats.com/fighter-details/6e00cfffd54653c4,http://ufcstats.com/fighter-details/294aa73dbf37d281,3,683,38.0,12.0,50.0,27.0,0.0,0.0,1.0,0.0,38.0,12.0,45.0,23.0,31.0,6.0,33.0,14.0,4.0,3.0,8.0,5.0,3.0,3.0,4.0,4.0,38.0,12.0,38.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,67.0,68.0,Orthodox,64.0,65.0,Orthodox,39.0,33.0
7288,2022-08-13,B,KO,Flyweight,1,179,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,http://ufcstats.com/fighter-details/6d68c1afe954f121,http://ufcstats.com/fighter-details/6e00cfffd54653c4,3,479,41.0,15.0,25.0,13.0,0.0,0.0,0.0,0.0,41.0,15.0,25.0,13.0,32.0,7.0,15.0,7.0,8.0,7.0,6.0,3.0,1.0,1.0,4.0,3.0,41.0,15.0,23.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,67.0,73.0,Southpaw,67.0,68.0,Orthodox,30.0,38.0
7289,2021-01-20,R,Dec,Flyweight,3,300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/67c1d46f4ed16f9e,http://ufcstats.com/fighter-details/6e00cfffd54653c4,3,1200,214.0,85.0,193.0,58.0,0.0,0.0,0.0,0.0,214.0,85.0,193.0,58.0,195.0,69.0,164.0,36.0,12.0,10.0,15.0,10.0,7.0,6.0,14.0,12.0,212.0,83.0,193.0,58.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,70.0,Orthodox,67.0,68.0,Orthodox,31.0,37.0
7290,2020-09-19,R,KO,Bantamweight,2,34,1.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,http://ufcstats.com/fighter-details/6e00cfffd54653c4,http://ufcstats.com/fighter-details/c9587d81e1d33925,3,634,72.0,36.0,81.0,31.0,0.0,0.0,0.0,0.0,72.0,36.0,80.0,30.0,58.0,27.0,45.0,9.0,12.0,7.0,11.0,2.0,2.0,2.0,24.0,19.0,47.0,18.0,79.0,29.0,3.0,3.0,1.0,1.0,22.0,15.0,0.0,0.0,67.0,68.0,Orthodox,70.0,72.0,Southpaw,36.0,25.0
7291,2019-09-21,R,Dec,Flyweight,3,300,0.0,0.0,0.0,0.0,0.0,0.0,2.0,46.0,http://ufcstats.com/fighter-details/de75d1c45a39e221,http://ufcstats.com/fighter-details/6e00cfffd54653c4,3,1200,253.0,96.0,173.0,43.0,0.0,0.0,0.0,0.0,253.0,96.0,170.0,40.0,224.0,76.0,149.0,28.0,13.0,5.0,15.0,7.0,16.0,15.0,6.0,5.0,245.0,90.0,164.0,38.0,7.0,5.0,6.0,2.0,1.0,1.0,0.0,0.0,66.0,69.0,Orthodox,67.0,68.0,Orthodox,26.0,35.0
7292,2004-10-14,R,KO,Middleweight,1,362,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,http://ufcstats.com/fighter-details/140745cbbcb023ac,http://ufcstats.com/fighter-details/6083f497c22cc075,2,962,74.0,56.0,5.0,4.0,0.0,0.0,3.0,0.0,38.0,26.0,2.0,1.0,37.0,25.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,33.0,23.0,0.0,0.0,73.0,76.0,Orthodox,69.0,71.0,Orthodox,22.0,29.0
7293,2004-02-15,R,Sub,Middleweight,1,65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/6083f497c22cc075,http://ufcstats.com/fighter-details/fc1868f56d3036eb,2,665,0.0,0.0,7.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,71.0,Orthodox,72.0,74.0,Orthodox,29.0,29.0
7294,2018-07-22,B,Dec,Featherweight,3,300,0.0,0.0,0.0,0.0,2.0,0.0,35.0,605.0,http://ufcstats.com/fighter-details/b4537562f88ac582,http://ufcstats.com/fighter-details/776a58a67665a171,3,1200,91.0,59.0,97.0,67.0,0.0,0.0,11.0,6.0,57.0,32.0,69.0,45.0,44.0,24.0,56.0,37.0,6.0,3.0,10.0,5.0,7.0,5.0,3.0,3.0,41.0,21.0,32.0,14.0,11.0,7.0,7.0,5.0,5.0,4.0,30.0,26.0,65.0,69.0,Orthodox,68.0,70.0,Orthodox,26.0,31.0
7295,2007-12-06,R,Sub,Welterweight,1,163,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/8ddf9c51c5fdea75,http://ufcstats.com/fighter-details/307064d3e0f036c2,3,463,10.0,6.0,15.0,4.0,6.0,3.0,0.0,0.0,10.0,6.0,15.0,4.0,7.0,3.0,11.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,3.0,3.0,8.0,4.0,14.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,68.0,71.0,Orthodox,70.0,72.0,Orthodox,27.0,29.0
7296,2015-03-14,R,KO,Middleweight,2,247,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,http://ufcstats.com/fighter-details/34f88592c0ab7a54,http://ufcstats.com/fighter-details/3a12a2f096a6d975,3,847,135.0,55.0,50.0,17.0,4.0,2.0,0.0,0.0,113.0,39.0,49.0,16.0,82.0,24.0,34.0,7.0,17.0,8.0,10.0,6.0,14.0,7.0,5.0,3.0,86.0,21.0,49.0,16.0,6.0,4.0,0.0,0.0,21.0,14.0,0.0,0.0,73.0,75.0,Orthodox,75.0,77.0,Southpaw,26.0,31.0
7297,2021-11-06,R,Dec,Women's Strawweight,5,300,0.0,0.0,0.0,0.0,1.0,0.0,420.0,217.0,http://ufcstats.com/fighter-details/47b63240018d5d86,http://ufcstats.com/fighter-details/1ebe20ebbfa15e29,5,1800,219.0,130.0,272.0,162.0,2.0,2.0,11.0,5.0,168.0,86.0,173.0,83.0,131.0,57.0,112.0,36.0,17.0,12.0,16.0,14.0,20.0,17.0,45.0,33.0,136.0,60.0,138.0,64.0,6.0,6.0,8.0,5.0,26.0,20.0,27.0,14.0,65.0,65.0,Orthodox,64.0,63.0,Switch,29.0,32.0
7298,2021-04-24,B,KO,Women's Strawweight,1,78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,http://ufcstats.com/fighter-details/1ebe20ebbfa15e29,http://ufcstats.com/fighter-details/47b63240018d5d86,5,378,11.0,7.0,10.0,5.0,0.0,0.0,0.0,0.0,11.0,7.0,10.0,5.0,4.0,1.0,10.0,5.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,11.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,64.0,63.0,Switch,65.0,65.0,Orthodox,31.0,28.0
7299,2017-04-15,R,Sub,Women's Strawweight,2,167,1.0,0.0,1.0,0.0,1.0,0.0,273.0,50.0,http://ufcstats.com/fighter-details/47b63240018d5d86,http://ufcstats.com/fighter-details/eb04b9d31e938edb,3,767,86.0,56.0,44.0,31.0,1.0,1.0,1.0,1.0,72.0,47.0,33.0,22.0,63.0,42.0,14.0,5.0,5.0,3.0,5.0,4.0,4.0,2.0,14.0,13.0,28.0,9.0,30.0,19.0,5.0,5.0,2.0,2.0,39.0,33.0,1.0,1.0,65.0,65.0,Orthodox,63.0,62.0,Orthodox,24.0,31.0
7300,2016-04-16,R,Dec,Women's Strawweight,3,300,0.0,0.0,0.0,0.0,0.0,0.0,80.0,45.0,http://ufcstats.com/fighter-details/47b63240018d5d86,http://ufcstats.com/fighter-details/31ef8b67e13495b3,3,1200,160.0,48.0,155.0,93.0,4.0,2.0,1.0,0.0,156.0,46.0,121.0,61.0,126.0,27.0,74.0,20.0,25.0,15.0,18.0,13.0,5.0,4.0,29.0,28.0,145.0,41.0,108.0,51.0,3.0,0.0,12.0,9.0,8.0,5.0,1.0,1.0,65.0,65.0,Orthodox,61.0,60.0,Orthodox,23.0,26.0
