,Date,Winner,Method,Referee,N_rounds,W_round,W_round_time,R_fighter,B_fighter,R_KD,B_KD,R_sub_att,B_sub_att,R_rev,B_rev,R_ctrl,B_ctrl,R_total_str_att,R_total_str_land,B_total_str_att,B_total_str_land,R_TD_att,R_TD_land,B_TD_att,B_TD_land,R_sig_str_att,R_sig_str_land,B_sig_str_att,B_sig_str_land,R_sig_str_head_att,R_sig_str_head_land,B_sig_str_head_att,B_sig_str_head_land,R_sig_str_body_att,R_sig_str_body_land,B_sig_str_body_att,B_sig_str_body_land,R_sig_str_leg_att,R_sig_str_leg_land,B_sig_str_leg_att,B_sig_str_leg_land,R_sig_str_dist_att,R_sig_str_dist_land,B_sig_str_dist_att,B_sig_str_dist_land,R_sig_str_clinch_att,R_sig_str_clinch_land,B_sig_str_clinch_att,B_sig_str_clinch_land,R_sig_str_ground_att,R_sig_str_ground_land,B_sig_str_ground_att,B_sig_str_ground_land
5440,2011-09-17,TJ Waldburger,Submission,Dan Miragliotta,3,1,0 days 00:03:52,TJ Waldburger,Mike Stumpf,0,0,2,1,0,0,0 days 00:03:16,0 days 00:00:24,11,8,10,6,4,3,0,0,7,4,4,0,4,2,3,0,1,1,1,0,2,1,0,0,4,1,3,0,1,1,0,0,2,2,1,0
5441,2011-09-17,Robert Peralta,Decision - Unanimous,Myron Gaudet,3,3,0 days 00:05:00,Robert Peralta,Mike Lullo,0,0,0,0,0,0,0 days 00:00:38,0 days 00:04:47,169,109,135,57,1,1,13,2,137,80,129,51,73,20,70,7,25,24,15,9,39,36,44,35,117,61,108,34,20,19,21,17,0,0,0,0
5442,2011-09-17,Justin Edwards,Decision - Unanimous,Kevin Mulhall,3,3,0 days 00:05:00,Justin Edwards,Jorge Lopez,0,0,2,0,0,1,0 days 00:04:22,0 days 00:06:45,105,72,87,64,13,2,3,3,73,41,63,42,50,20,55,34,17,17,5,5,6,4,3,3,34,10,25,8,27,20,16,13,12,11,22,21
5443,2011-08-27,Anderson Silva,KO/TKO,Herb Dean,5,2,0 days 00:02:04,Anderson Silva,Yushin Okami,2,0,0,0,0,0,0 days 00:00:33,0 days 00:01:51,71,52,54,27,0,0,1,0,61,43,43,16,44,29,38,11,12,11,5,5,5,3,0,0,34,21,35,10,9,8,8,6,18,14,0,0
5444,2011-08-27,Mauricio Rua,KO/TKO,Marc Goddard,3,1,0 days 00:01:53,Mauricio Rua,Forrest Griffin,1,0,0,0,0,0,0 days 00:00:07,0 days 00:00:00,30,16,19,3,0,0,0,0,29,16,19,3,29,16,12,1,0,0,3,0,0,0,4,2,17,8,18,3,1,0,1,0,11,8,0,0
5445,2011-08-27,Edson Barboza,Decision - Split,Mario Yamasaki,3,3,0 days 00:05:00,Ross Pearson,Edson Barboza,0,1,0,0,0,0,0 days 00:00:39,0 days 00:00:01,188,62,190,55,6,0,1,0,186,60,190,55,166,47,150,29,13,7,28,22,7,6,12,4,184,59,181,49,2,1,8,6,0,0,1,0
5446,2011-08-27,Antonio Rodrigo Nogueira,KO/TKO,Herb Dean,3,1,0 days 00:03:09,Antonio Rodrigo Nogueira,Brendan Schaub,1,0,0,0,0,0,0 days 00:00:17,0 days 00:00:20,37,17,46,11,2,0,0,0,35,15,45,11,31,12,39,7,4,3,3,3,0,0,3,1,30,11,40,8,4,3,5,3,1,1,0,0
5447,2011-08-27,Stanislav Nedkov,KO/TKO,Mario Yamasaki,3,1,0 days 00:04:13,Luiz Cane,Stanislav Nedkov,0,1,0,0,0,0,0 days 00:00:00,0 days 00:00:06,47,16,52,30,0,0,1,0,46,15,51,29,38,7,51,29,2,2,0,0,6,6,0,0,44,15,35,18,2,0,6,4,0,0,10,7
5448,2011-08-27,Thiago Tavares,KO/TKO,Marc Goddard,3,2,0 days 00:02:51,Thiago Tavares,Spencer Fisher,0,0,0,0,0,0,0 days 00:06:43,0 days 00:00:01,140,109,42,34,7,3,0,0,26,10,9,3,24,8,7,1,2,2,1,1,0,0,1,1,10,4,8,2,0,0,1,1,16,6,0,0
5449,2011-08-27,Rousimar Palhares,Decision - Unanimous,Herb Dean,3,3,0 days 00:05:00,Rousimar Palhares,Dan Miller,1,1,0,0,1,1,0 days 00:05:23,0 days 00:00:38,206,147,104,48,2,2,0,0,111,67,97,42,88,45,92,37,8,7,3,3,15,15,2,2,78,46,97,42,4,4,0,0,29,17,0,0
5450,2011-08-27,Paulo Thiago,Decision - Unanimous,Mario Yamasaki,3,3,0 days 00:05:00,Paulo Thiago,David Mitchell,0,0,1,0,0,0,0 days 00:04:55,0 days 00:00:37,84,30,161,62,6,6,0,0,69,19,120,23,59,13,101,14,6,3,6,1,4,3,13,8,65,17,119,22,0,0,0,0,4,2,1,1
5451,2011-08-27,Raphael Assuncao,Decision - Unanimous,Marc Goddard,3,3,0 days 00:05:00,Raphael Assuncao,Johnny Eduardo,0,0,0,1,0,0,0 days 00:04:55,0 days 00:00:04,143,93,88,30,8,3,0,0,101,53,85,28,77,32,61,15,9,7,11,7,15,14,13,6,78,31,83,26,11,11,2,2,12,11,0,0
5452,2011-08-27,Erick Silva,KO/TKO,Herb Dean,3,1,0 days 00:00:40,Erick Silva,Luis Ramos,1,0,0,0,0,0,0 days 00:00:05,0 days 00:00:00,11,6,7,4,0,0,0,0,9,4,7,4,9,4,5,2,0,0,0,0,0,0,2,2,4,1,7,4,0,0,0,0,5,3,0,0
5453,2011-08-27,Iuri Alcantara,Decision - Unanimous,Mario Yamasaki,3,3,0 days 00:05:00,Iuri Alcantara,Felipe Arantes,0,0,0,0,0,1,0 days 00:07:14,0 days 00:02:15,123,75,77,54,6,6,0,0,52,22,47,29,38,12,27,14,12,9,10,7,2,1,10,8,40,13,35,20,3,3,4,3,9,6,8,6
5454,2011-08-27,Yves Jabouin,Decision - Split,Marc Goddard,3,3,0 days 00:05:00,Yves Jabouin,Ian Loveland,0,0,0,1,1,1,0 days 00:00:59,0 days 00:02:31,107,38,118,45,6,2,7,3,106,37,102,33,64,11,96,28,21,14,6,5,21,12,0,0,102,36,78,21,3,0,13,6,1,1,11,6
5455,2011-08-14,Chris Lytle,Submission,Herb Dean,3,3,0 days 00:04:16,Dan Hardy,Chris Lytle,0,0,0,1,0,1,0 days 00:00:07,0 days 00:00:20,240,63,278,134,2,1,0,0,238,61,271,127,228,53,209,81,7,5,61,45,3,3,1,1,227,57,255,119,11,4,16,8,0,0,0,0
5456,2011-08-14,Benson Henderson,Decision - Unanimous,Josh Rosenthal,3,3,0 days 00:05:00,Jim Miller,Benson Henderson,0,0,6,2,0,0,0 days 00:00:03,0 days 00:10:22,55,24,195,119,0,0,7,7,44,14,132,65,36,10,100,40,5,3,25,19,3,1,7,6,37,10,57,20,6,3,12,7,1,1,63,38
5457,2011-08-14,Donald Cerrone,KO/TKO,Mario Yamasaki,3,1,0 days 00:03:01,Donald Cerrone,Charles Oliveira,0,0,0,0,0,0,0 days 00:00:12,0 days 00:00:00,63,32,29,10,0,0,0,0,60,30,29,10,49,22,19,5,4,2,6,3,7,6,4,2,34,14,27,10,2,1,2,0,24,15,0,0
5458,2011-08-14,Duane Ludwig,Decision - Unanimous,Rob Hinds,3,3,0 days 00:05:00,Amir Sadollah,Duane Ludwig,0,0,0,0,0,0,0 days 00:00:59,0 days 00:01:39,257,96,331,125,8,0,2,1,256,95,328,123,170,45,283,96,51,20,38,22,35,30,7,5,243,88,297,102,13,7,29,20,0,0,2,1
5459,2011-08-14,Jared Hamman,KO/TKO,Herb Dean,3,2,0 days 00:03:38,CB Dollaway,Jared Hamman,0,0,1,0,1,0,0 days 00:02:55,0 days 00:03:39,51,28,184,109,7,3,0,0,40,19,113,53,34,14,98,41,4,4,11,9,2,1,4,3,30,14,57,24,0,0,0,0,10,5,56,29
5460,2011-08-14,Joseph Benavidez,Decision - Unanimous,Josh Rosenthal,3,3,0 days 00:05:00,Joseph Benavidez,Eddie Wineland,0,0,0,0,0,0,0 days 00:00:09,0 days 00:00:20,147,69,72,25,6,0,1,0,144,66,71,24,76,28,56,12,29,16,11,9,39,22,4,3,133,55,67,21,10,10,4,3,1,1,0,0
5461,2011-08-14,Ed Herman,Submission,Mario Yamasaki,3,1,0 days 00:04:15,Ed Herman,Kyle Noke,0,0,3,0,0,0,0 days 00:00:12,0 days 00:03:25,8,4,20,19,1,1,3,1,6,2,13,12,6,2,7,6,0,0,5,5,0,0,1,1,4,1,3,3,1,0,0,0,1,1,10,9
5462,2011-08-14,Ronny Markes,Decision - Unanimous,Rob Hinds,3,3,0 days 00:05:00,Ronny Markes,Karlos Vemola,0,0,0,1,0,0,0 days 00:12:58,0 days 00:00:36,183,142,67,44,6,6,4,0,52,40,24,8,22,10,22,6,17,17,2,2,13,13,0,0,19,9,24,8,23,23,0,0,10,8,0,0
5463,2011-08-14,Jimy Hettes,Submission,Herb Dean,3,2,0 days 00:03:12,Jimy Hettes,Alex Caceres,0,0,2,0,1,2,0 days 00:04:31,0 days 00:02:11,44,31,38,25,9,5,0,0,7,2,25,13,6,2,19,8,1,0,5,4,0,0,1,1,4,0,8,3,0,0,4,3,3,2,13,7
5464,2011-08-14,Cole Miller,Submission,Josh Rosenthal,3,2,0 days 00:02:38,Cole Miller,TJ O'Brien,1,0,2,0,0,0,0 days 00:00:49,0 days 00:00:07,81,36,61,28,0,0,0,0,76,32,61,28,59,17,42,11,2,1,5,4,15,14,14,13,66,23,60,28,0,0,1,0,10,9,0,0
5465,2011-08-14,Jacob Volkmann,Decision - Unanimous,Mario Yamasaki,3,3,0 days 00:05:00,Jacob Volkmann,Danny Castillo,0,0,6,0,0,1,0 days 00:07:47,0 days 00:03:06,51,39,57,47,5,3,4,1,16,6,30,22,13,4,10,2,2,1,9,9,1,1,11,11,13,3,15,7,0,0,3,3,3,3,12,12
5466,2011-08-14,Edwin Figueroa,KO/TKO,Rob Hinds,3,2,0 days 00:00:50,Edwin Figueroa,Jason Reinhardt,0,0,1,0,1,0,0 days 00:01:56,0 days 00:01:10,66,46,3,2,0,0,8,1,39,23,1,1,31,15,1,1,5,5,0,0,3,3,0,0,13,4,1,1,1,1,0,0,25,18,0,0
5467,2011-08-06,Rashad Evans,KO/TKO,Dan Miragliotta,3,2,0 days 00:04:48,Rashad Evans,Tito Ortiz,0,0,0,1,0,0,0 days 00:05:05,0 days 00:01:04,135,77,28,6,1,1,1,1,97,48,27,5,91,42,21,4,5,5,4,1,1,1,2,0,28,8,19,1,20,12,8,4,49,28,0,0
5468,2011-08-06,Vitor Belfort,KO/TKO,Mario Yamasaki,3,1,0 days 00:01:52,Vitor Belfort,Yoshihiro Akiyama,2,0,0,0,0,0,0 days 00:00:09,0 days 00:00:00,25,12,9,1,0,0,0,0,25,12,9,1,22,11,6,0,0,0,0,0,3,1,3,1,10,3,9,1,5,3,0,0,10,6,0,0
5469,2011-08-06,Brian Ebersole,KO/TKO,Kevin Mulhall,3,1,0 days 00:04:28,Dennis Hallman,Brian Ebersole,0,0,1,0,0,1,0 days 00:02:16,0 days 00:02:07,4,2,58,49,1,1,0,0,1,0,24,19,1,0,23,18,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,19
5470,2011-08-06,Constantinos Philippou,Decision - Split,Mario Yamasaki,3,3,0 days 00:05:00,Jorge Rivera,Constantinos Philippou,0,1,0,1,1,1,0 days 00:05:06,0 days 00:05:35,131,69,144,79,2,1,3,2,70,25,89,35,58,15,79,29,8,6,8,5,4,4,2,1,48,11,47,12,12,7,16,9,10,7,26,14
5471,2011-08-06,Rory MacDonald,KO/TKO,Kevin Mulhall,3,1,0 days 00:03:54,Rory MacDonald,Mike Pyle,0,0,2,0,0,0,0 days 00:01:49,0 days 00:01:01,40,27,41,25,0,0,4,2,37,24,17,3,34,21,15,1,0,0,0,0,3,3,2,2,9,4,13,1,2,1,3,2,26,19,1,0
5472,2011-08-06,Alexander Gustafsson,KO/TKO,Dan Miragliotta,3,2,0 days 00:03:34,Matt Hamill,Alexander Gustafsson,0,1,0,0,0,0,0 days 00:00:00,0 days 00:00:22,35,13,104,41,6,0,0,0,34,13,98,37,28,12,88,30,1,1,6,4,5,0,4,3,33,12,72,19,1,1,7,5,0,0,19,13
5473,2011-08-06,Chad Mendes,Decision - Unanimous,Keith Peterson,3,3,0 days 00:05:00,Chad Mendes,Rani Yahya,0,0,0,0,0,0,0 days 00:04:44,0 days 00:00:00,83,46,115,43,5,5,5,0,72,35,87,15,42,20,70,8,5,3,6,3,25,12,11,4,59,24,85,15,1,1,2,0,12,10,0,0
5474,2011-08-06,Ivan Menjivar,Decision - Unanimous,Keith Peterson,3,3,0 days 00:05:00,Ivan Menjivar,Nick Pace,0,0,0,1,0,0,0 days 00:00:01,0 days 00:03:04,208,87,121,34,1,0,4,2,181,61,116,31,117,25,98,23,29,15,9,3,35,21,9,5,172,56,109,28,9,5,5,2,0,0,2,1
5475,2011-08-06,Johny Hendricks,Decision - Split,Mario Yamasaki,3,3,0 days 00:05:00,Johny Hendricks,Mike Pierce,0,0,0,0,0,0,0 days 00:01:52,0 days 00:03:10,159,90,145,81,6,1,4,1,121,54,99,37,92,31,81,25,18,15,15,9,11,8,3,3,80,24,60,13,41,30,36,21,0,0,3,3
5476,2011-08-06,Mike Brown,Decision - Unanimous,Keith Peterson,3,3,0 days 00:05:00,Mike Brown,Nam Phan,0,0,0,0,0,0,0 days 00:08:37,0 days 00:00:00,213,138,133,51,18,5,0,0,123,60,120,38,100,48,104,26,17,7,15,11,6,5,1,1,80,25,120,38,8,6,0,0,35,29,0,0
5477,2011-08-06,Rafael Natal,Decision - Unanimous,Kevin Mulhall,3,3,0 days 00:05:00,Rafael Natal,Paul Bradley,0,0,0,0,0,0,0 days 00:00:04,0 days 00:02:35,135,55,75,19,1,0,12,3,123,43,67,13,82,17,62,11,11,6,4,1,30,20,1,1,114,38,59,10,9,5,6,2,0,0,2,1
5478,2011-07-02,Dominick Cruz,Decision - Unanimous,Steve Mazzagatti,5,5,0 days 00:05:00,Dominick Cruz,Urijah Faber,0,0,0,0,1,0,0 days 00:02:17,0 days 00:00:45,246,97,181,58,13,4,5,1,238,90,170,50,171,50,131,31,48,27,26,12,19,13,13,7,225,82,145,36,13,8,25,14,0,0,0,0
5479,2011-07-02,Chris Leben,KO/TKO,Josh Rosenthal,3,1,0 days 00:00:27,Wanderlei Silva,Chris Leben,0,1,0,0,0,0,0 days 00:00:00,0 days 00:00:02,8,3,13,12,0,0,0,0,8,3,10,9,8,3,8,7,0,0,0,0,0,0,2,2,8,3,4,3,0,0,2,2,0,0,4,4
5480,2011-07-02,Dennis Siver,Decision - Unanimous,Yves Lavigne,3,3,0 days 00:05:00,Dennis Siver,Matt Wiman,0,0,0,2,0,0,0 days 00:01:28,0 days 00:07:34,213,128,86,34,1,1,16,5,111,31,73,26,85,14,58,18,10,5,2,1,16,12,13,7,96,28,45,13,14,3,2,1,1,0,26,12
5481,2011-07-02,Tito Ortiz,Submission,Mario Yamasaki,3,1,0 days 00:01:56,Tito Ortiz,Ryan Bader,1,0,1,0,0,0,0 days 00:00:06,0 days 00:00:09,17,7,21,4,0,0,0,0,16,6,21,4,12,4,13,1,1,1,0,0,3,1,8,3,14,5,21,4,0,0,0,0,2,1,0,0
5482,2011-07-02,Carlos Condit,KO/TKO,Steve Mazzagatti,3,1,0 days 00:02:58,Carlos Condit,Dong Hyun Kim,1,0,1,0,1,0,0 days 00:00:09,0 days 00:00:14,22,9,6,1,0,0,1,1,21,8,6,1,17,7,5,1,1,0,1,0,3,1,0,0,15,3,6,1,0,0,0,0,6,5,0,0
5483,2011-07-02,Melvin Guillard,KO/TKO,Josh Rosenthal,3,1,0 days 00:02:12,Melvin Guillard,Shane Roller,2,0,0,0,0,0,0 days 00:00:06,0 days 00:00:00,42,17,13,1,0,0,0,0,42,17,13,1,30,11,10,1,8,3,3,0,4,3,0,0,33,11,13,1,2,2,0,0,7,4,0,0
5484,2011-07-02,Rafael Dos Anjos,KO/TKO,Yves Lavigne,3,1,0 days 00:00:59,George Sotiropoulos,Rafael Dos Anjos,0,1,0,0,0,0,0 days 00:00:00,0 days 00:00:03,24,2,10,2,0,0,0,0,24,2,10,2,18,0,8,1,3,1,0,0,3,1,2,1,24,2,10,2,0,0,0,0,0,0,0,0
5485,2011-07-02,Brian Bowles,Decision - Unanimous,Mario Yamasaki,3,3,0 days 00:05:00,Brian Bowles,Takeya Mizugaki,0,0,0,0,0,0,0 days 00:06:09,0 days 00:00:24,107,46,111,33,1,1,0,0,86,29,89,14,69,14,77,10,17,15,3,0,0,0,9,4,74,17,83,13,12,12,6,1,0,0,0,0
5486,2011-07-02,Aaron Simpson,Decision - Unanimous,Josh Rosenthal,3,3,0 days 00:05:00,Brad Tavares,Aaron Simpson,0,0,0,2,0,0,0 days 00:00:58,0 days 00:10:59,62,41,156,127,4,1,15,2,33,13,66,43,24,5,30,13,6,5,8,7,3,3,28,23,26,9,21,8,7,4,42,32,0,0,3,3
5487,2011-07-02,Anthony Njokuani,Decision - Unanimous,Yves Lavigne,3,3,0 days 00:05:00,Anthony Njokuani,Andre Winner,0,0,0,0,0,0,0 days 00:01:06,0 days 00:00:25,214,118,116,17,3,2,1,0,211,116,114,15,140,61,92,8,39,31,14,6,32,24,8,1,153,75,105,10,58,41,9,5,0,0,0,0
5488,2011-07-02,Jeff Hougland,Decision - Unanimous,Mario Yamasaki,3,3,0 days 00:05:00,Jeff Hougland,Donny Walker,0,0,4,2,2,0,0 days 00:03:42,0 days 00:06:19,165,104,137,82,5,1,0,0,116,61,83,31,82,36,56,14,13,9,12,4,21,16,15,13,98,49,76,26,4,4,3,2,14,8,4,3
5489,2011-06-26,Cheick Kongo,KO/TKO,Dan Miragliotta,3,1,0 days 00:02:39,Cheick Kongo,Pat Barry,1,2,0,0,0,0,0 days 00:00:01,0 days 00:00:09,17,11,19,11,2,0,1,0,16,10,16,8,7,5,14,6,2,0,0,0,7,5,2,2,14,8,8,4,0,0,0,0,2,2,8,4
5490,2011-06-26,Charlie Brenneman,Decision - Unanimous,Mark Matheny,3,3,0 days 00:05:00,Charlie Brenneman,Rick Story,0,0,0,4,1,0,0 days 00:09:42,0 days 00:02:47,86,70,91,61,8,5,4,2,26,11,46,17,23,9,35,9,2,1,8,6,1,1,3,2,9,3,27,7,10,3,13,5,7,5,6,5
5491,2011-06-26,Matt Brown,Decision - Unanimous,Dan Miragliotta,3,3,0 days 00:05:00,Matt Brown,John Howard,0,0,3,0,0,1,0 days 00:03:34,0 days 00:06:40,145,96,46,29,4,3,11,5,83,38,35,20,71,26,13,3,7,7,3,2,5,5,19,15,71,30,29,17,7,5,3,1,5,3,3,2
5492,2011-06-26,Matt Mitrione,KO/TKO,Mark Matheny,3,2,0 days 00:04:28,Christian Morecraft,Matt Mitrione,0,3,0,0,1,0,0 days 00:01:49,0 days 00:00:53,96,22,88,45,3,2,0,0,90,17,80,37,81,12,64,25,4,1,2,1,5,4,14,11,89,16,74,33,1,1,3,2,0,0,3,2
5493,2011-06-26,Tyson Griffin,Decision - Unanimous,Chip Snider,3,3,0 days 00:05:00,Tyson Griffin,Manvel Gamburyan,0,0,0,0,0,0,0 days 00:03:48,0 days 00:02:38,163,100,84,42,3,0,12,2,125,67,71,32,75,22,55,17,17,17,8,8,33,28,8,7,98,43,58,21,22,21,10,9,5,3,3,2
5494,2011-06-26,Javier Vazquez,Decision - Unanimous,Keith Peterson,3,3,0 days 00:05:00,Joe Stevenson,Javier Vazquez,0,0,1,1,0,0,0 days 00:01:21,0 days 00:04:14,78,29,209,107,3,0,5,3,76,27,161,62,62,18,151,54,10,6,9,8,4,3,1,0,74,27,151,56,2,0,3,1,0,0,7,5
5495,2011-06-26,Joe Lauzon,Submission,Chip Snider,3,1,0 days 00:01:58,Joe Lauzon,Curt Warburton,1,0,1,0,0,0,0 days 00:00:27,0 days 00:00:00,33,12,23,5,0,0,0,0,33,12,23,5,32,11,22,4,1,1,1,1,0,0,0,0,21,5,23,5,0,0,0,0,12,7,0,0
5496,2011-06-26,Rich Attonito,Decision - Unanimous,Keith Peterson,3,3,0 days 00:05:00,Daniel Roberts,Rich Attonito,0,1,1,0,0,1,0 days 00:01:19,0 days 00:05:44,69,26,153,113,7,1,2,1,66,23,101,66,46,9,73,40,15,11,17,15,5,3,11,11,61,18,46,29,5,5,11,6,0,0,44,31
5497,2011-06-26,,Overturned,Chip Snider,3,2,0 days 00:01:48,Nik Lentz,Charles Oliveira,0,1,2,3,0,2,0 days 00:02:22,0 days 00:02:16,40,19,93,61,7,2,2,1,33,14,59,31,24,9,47,23,3,1,9,6,6,4,3,2,28,12,27,11,1,0,19,12,4,2,13,8
5498,2011-06-26,Ricardo Lamas,KO/TKO,Keith Peterson,3,1,0 days 00:04:41,Ricardo Lamas,Matt Grice,1,0,0,0,0,0,0 days 00:01:49,0 days 00:00:00,32,16,42,18,3,1,1,0,32,16,30,6,23,9,23,4,2,1,3,1,7,6,4,1,23,12,27,6,4,3,3,0,5,1,0,0
5499,2011-06-26,Michael Johnson,KO/TKO,Mark Matheny,3,1,0 days 00:04:42,Michael Johnson,Edward Faaloloto,1,0,0,0,0,0,0 days 00:01:05,0 days 00:00:11,75,29,47,21,1,1,0,0,73,27,43,17,57,17,26,3,13,10,6,5,3,0,11,9,41,9,31,10,16,11,12,7,16,7,0,0
5500,2011-06-11,Junior Dos Santos,Decision - Unanimous,Herb Dean,3,3,0 days 00:05:00,Shane Carwin,Junior Dos Santos,0,1,0,0,0,0,0 days 00:00:56,0 days 00:00:44,88,22,212,104,3,1,2,2,86,20,188,88,83,17,165,73,0,0,18,10,3,3,5,5,86,20,157,67,0,0,2,2,0,0,29,19
5501,2011-06-11,Kenny Florian,Decision - Unanimous,John McCarthy,3,3,0 days 00:05:00,Kenny Florian,Diego Nunes,0,1,1,0,0,0,0 days 00:04:52,0 days 00:02:18,185,112,108,34,9,4,2,2,111,42,104,31,90,28,74,14,14,9,15,10,7,5,15,7,77,20,84,19,13,6,10,8,21,16,10,4
5502,2011-06-11,Mark Munoz,Decision - Unanimous,Jerin Valel,3,3,0 days 00:05:00,Mark Munoz,Demian Maia,0,0,1,2,0,0,0 days 00:05:22,0 days 00:01:53,115,75,87,40,7,3,7,0,81,44,78,32,54,19,61,19,14,12,11,8,13,13,6,5,50,18,64,20,4,3,14,12,27,23,0,0
5503,2011-06-11,Dave Herman,KO/TKO,Kevin Dornan,3,2,0 days 00:03:19,Dave Herman,Jon Olav Einemo,1,0,0,0,0,0,0 days 00:00:44,0 days 00:01:54,101,60,74,36,1,1,4,1,96,55,70,34,70,33,62,28,12,11,6,4,14,11,2,2,51,27,55,23,22,13,15,11,23,15,0,0
5504,2011-06-11,Donald Cerrone,Decision - Unanimous,Herb Dean,3,3,0 days 00:05:00,Vagner Rocha,Donald Cerrone,0,0,0,0,0,0,0 days 00:00:56,0 days 00:00:40,108,47,146,87,7,1,1,0,106,46,145,86,85,31,73,25,10,5,15,11,11,10,57,50,102,44,140,83,1,1,2,2,3,1,3,1
5505,2011-06-11,Sam Stout,KO/TKO,John McCarthy,3,1,0 days 00:03:52,Yves Edwards,Sam Stout,0,1,0,0,0,0,0 days 00:01:15,0 days 00:00:02,43,23,56,13,2,1,0,0,32,14,54,13,23,8,43,5,7,4,7,5,2,2,4,3,32,14,54,13,0,0,0,0,0,0,0,0
5506,2011-06-11,Chris Weidman,Submission,Jerin Valel,3,1,0 days 00:04:54,Jesse Bongfeldt,Chris Weidman,0,0,0,1,0,0,0 days 00:00:00,0 days 00:03:45,28,17,44,32,0,0,1,1,12,5,17,7,7,1,14,5,3,3,1,1,2,1,2,1,9,2,7,1,3,3,2,2,0,0,8,4
5507,2011-06-11,Krzysztof Soszynski,Decision - Unanimous,Kevin Dornan,3,3,0 days 00:05:00,Mike Massenzio,Krzysztof Soszynski,0,0,0,0,0,0,0 days 00:03:43,0 days 00:05:28,51,28,179,112,17,2,0,0,39,17,126,66,33,11,77,18,2,2,43,43,4,4,6,5,37,16,82,22,2,1,6,6,0,0,38,38
5508,2011-06-11,Nick Ring,Submission,Herb Dean,3,3,0 days 00:03:33,Nick Ring,James Head,0,1,1,0,0,0,0 days 00:08:59,0 days 00:00:23,195,135,69,43,5,5,0,0,98,58,56,30,66,31,47,21,12,10,8,8,20,17,1,1,64,30,45,21,6,5,10,8,28,23,1,1
5509,2011-06-11,Dustin Poirier,Decision - Unanimous,John McCarthy,3,3,0 days 00:05:00,Dustin Poirier,Jason Young,0,0,0,0,0,0,0 days 00:04:40,0 days 00:00:51,154,84,208,102,9,5,0,0,146,77,161,57,123,56,121,24,6,6,20,16,17,15,20,17,135,70,146,44,11,7,10,8,0,0,5,5
5510,2011-06-11,Joey Beltran,KO/TKO,Jerin Valel,3,3,0 days 00:01:26,Joey Beltran,Aaron Rosa,0,0,0,0,0,0,0 days 00:05:20,0 days 00:00:08,304,185,258,135,4,1,1,0,188,88,179,73,146,53,158,56,19,16,16,13,23,19,5,4,154,59,160,62,27,22,19,11,7,7,0,0
5511,2011-06-11,Darren Elkins,Decision - Unanimous,Kevin Dornan,3,3,0 days 00:05:00,Darren Elkins,Michihiro Omigawa,0,0,0,0,0,0,0 days 00:00:05,0 days 00:01:28,289,79,158,77,4,1,2,1,288,78,141,65,272,70,127,51,16,8,12,12,0,0,2,2,287,78,140,64,0,0,0,0,1,0,1,1
5512,2011-06-04,Tony Ferguson,KO/TKO,Josh Rosenthal,3,1,0 days 00:03:54,Ramsey Nijem,Tony Ferguson,0,1,0,0,0,0,0 days 00:00:00,0 days 00:01:14,58,13,46,29,0,0,3,2,57,12,38,21,52,10,32,19,3,2,2,1,2,0,4,1,54,12,29,14,3,0,3,2,0,0,6,5
5513,2011-06-04,Clay Guida,Decision - Unanimous,Steve Mazzagatti,3,3,0 days 00:05:00,Clay Guida,Anthony Pettis,0,0,0,1,1,0,0 days 00:10:17,0 days 00:00:41,112,63,80,42,8,5,0,0,65,19,51,14,54,8,47,12,2,2,2,0,9,9,2,2,40,8,47,11,6,5,2,1,19,6,2,2
5514,2011-06-04,Ed Herman,KO/TKO,Herb Dean,3,1,0 days 00:00:48,Ed Herman,Tim Credeur,1,0,0,0,0,0,0 days 00:00:03,0 days 00:00:00,19,11,24,11,0,0,0,0,19,11,24,11,18,11,22,9,1,0,0,0,0,0,2,2,14,6,24,11,1,1,0,0,4,4,0,0
5515,2011-06-04,Kyle Kingsbury,Decision - Unanimous,Chris Tognoni,3,3,0 days 00:05:00,Fabio Maldonado,Kyle Kingsbury,0,0,2,0,1,0,0 days 00:01:34,0 days 00:02:37,189,122,209,110,2,2,14,5,144,78,191,95,93,45,120,43,50,32,31,24,1,1,40,28,119,63,149,66,23,14,38,26,2,1,4,3
5516,2011-06-04,Chris Cope,Decision - Unanimous,Josh Rosenthal,3,3,0 days 00:05:00,Chuck O'Neil,Chris Cope,0,0,0,0,0,0,0 days 00:01:44,0 days 00:00:35,126,48,256,83,2,0,0,0,125,47,238,66,90,18,177,29,11,9,35,19,24,20,26,18,119,41,228,57,6,6,10,9,0,0,0,0
5517,2011-06-04,Jeremy Stephens,Decision - Unanimous,Steve Mazzagatti,3,3,0 days 00:05:00,Danny Downes,Jeremy Stephens,0,0,1,3,0,0,0 days 00:00:28,0 days 00:08:16,107,48,121,87,0,0,8,6,88,32,88,55,56,9,70,39,22,16,12,10,10,7,6,6,70,17,59,30,18,15,19,16,0,0,10,9
5518,2011-06-04,George Roop,KO/TKO,Herb Dean,3,3,0 days 00:03:14,Josh Grispi,George Roop,0,1,0,0,0,0,0 days 00:04:51,0 days 00:06:03,31,14,212,159,5,4,0,0,28,11,142,91,20,4,110,64,2,1,24,22,6,6,8,5,22,8,53,27,1,0,20,17,5,3,69,47
